station1,station2,distance
Canal St & Monroe St,Southport Ave & Irving Park Rd,6.159
Canal St & Monroe St,Greenview Ave & Diversey Pkwy,4.52
Canal St & Monroe St,Loomis St & Lexington St,1.887
Canal St & Monroe St,Wabash Ave & 8th St,1.588
Canal St & Monroe St,Kimbark Ave & 53rd St,8.884
Canal St & Monroe St,Sheridan Rd & Lawrence Ave,7.58
Canal St & Monroe St,Stockton Dr & Wrightwood Ave,4.254
Canal St & Monroe St,Clark St & Winnemac Ave,7.285
Canal St & Monroe St,Clark St & Leland Ave,6.883
Canal St & Monroe St,Sheffield Ave & Webster Ave,3.417
Canal St & Monroe St,Ellis Ave & 58th St,8.709
Canal St & Monroe St,Lake Shore Dr & Diversey Pkwy,4.651
Canal St & Monroe St,Lincoln Ave & Addison St,5.402
Canal St & Monroe St,Halsted St & Blackhawk St,2.257
Canal St & Monroe St,Halsted St & Diversey Pkwy,3.958
Canal St & Monroe St,Lake Shore Dr & Belmont Ave,5.259
Canal St & Monroe St,Cottage Grove Ave & 47th St,7.214
Canal St & Monroe St,Clark St & Chicago Ave,1.565
Canal St & Monroe St,Emerald Ave & 31st St,3.523
Canal St & Monroe St,Clark St & Wrightwood Ave,3.895
Canal St & Monroe St,Wolcott Ave & Polk St,2.829
Canal St & Monroe St,Racine Ave & Wrightwood Ave,4.657
Canal St & Monroe St,Wolcott Ave & Lawrence Ave,7.274
Canal St & Monroe St,Lake Park Ave & 56th St,9.295
Canal St & Monroe St,Halsted St & Wrightwood Ave,3.668
Canal St & Monroe St,Cottage Grove Ave & 51st St,7.696
Canal St & Adams St,State St & Harrison St,1.123
Canal St & Adams St,Wilton Ave & Diversey Pkwy,5.273
Canal St & Adams St,Morgan St & 18th St,2.064
Canal St & Adams St,Racine Ave & 18th St,2.323
Canal St & Adams St,Wood St & North Ave,3.22
Canal St & Adams St,Wood St & Division St,2.751
Canal St & Adams St,Loomis St & Taylor St,1.757
Canal St & Adams St,Sheffield Ave & Kingsbury St,3.465
Canal St & Adams St,May St & Taylor St,1.473
Canal St & Adams St,Orleans St & Elm St,2.722
Canal St & Adams St,Fairbanks Ct & Grand Ave,2.078
Canal St & Adams St,Michigan Ave & Pearson St,2.377
Canal St & Adams St,McClurg Ct & Illinois St,2.153
Canal St & Adams St,Larrabee St & North Ave,2.777
Canal St & Adams St,Larrabee St & Menomonee St,2.985
Canal St & Adams St,Noble St & Milwaukee Ave,2.195
Canal St & Adams St,Franklin St & Chicago Ave,2.373
Canal St & Adams St,Racine Ave & Congress Pkwy,1.185
Canal St & Adams St,State St & Van Buren St,1.265
Canal St & Adams St,Cannon Dr & Fullerton Ave,4.581
Canal St & Adams St,Streeter Dr & Illinois St,2.416
Canal St & Adams St,Franklin St & Jackson Blvd,0.922
Canal St & Adams St,Dearborn St & Adams St,0
Canal St & Adams St,Wabash Ave & Cermak Rd,2.639
Canal St & Adams St,Michigan Ave & Washington St,1.877
Canal St & Adams St,State St & Randolph St,1.505
Canal St & Adams St,Michigan Ave & Congress Pkwy,1.657
Canal St & Adams St,Wells St & Walton St,2.168
Canal St & Adams St,State St & Kinzie St,1.559
Canal St & Adams St,Larrabee St & Kingsbury St,1.806
Canal St & Adams St,Dearborn St & Monroe St,0.968
Canal St & Adams St,Clark St & Congress Pkwy,0.828
Canal St & Adams St,Clark St & Randolph St,1.316
Canal St & Adams St,Michigan Ave & Lake St,1.749
Canal St & Adams St,Wells St & Erie St,1.765
Canal St & Adams St,Ogden Ave & Chicago Ave,1.658
Canal St & Adams St,Halsted St & James M Rochford St,1.286
Canal St & Adams St,Desplaines St & Kinzie St,0.861
Canal St & Adams St,Clinton St & Roosevelt Rd,1.178
Canal St & Adams St,Wabash Ave & Roosevelt Rd,1.674
Canal St & Adams St,Dayton St & North Ave,3.575
Canal St & Adams St,Wood St & Milwaukee Ave,2.876
Canal St & Adams St,McCormick Place,3.184
Canal St & Adams St,Clinton St & Lake St,0.795
Canal St & Adams St,Sheffield Ave & Fullerton Ave,3.743
Canal St & Adams St,Clinton St & Tilden St,0.426
Canal St & Adams St,Damen Ave & Pierce Ave,3.422
Canal St & Adams St,Morgan St & Lake St,1.087
Canal St & Adams St,State St & 16th St,2.098
Canal St & Adams St,Jefferson St & Monroe St,0.544
Canal St & Adams St,Kingsbury St & Erie St,1.475
Canal St & Adams St,Canal St & Jackson Blvd,0.2
Canal St & Adams St,Lake Shore Dr & Monroe St,1.55
Canal St & Adams St,Clinton St & Madison St,0.584
Canal St & Adams St,Daley Center Plaza,1.64
Canal St & Adams St,Green St & Milwaukee Ave,1.205
Canal St & Adams St,Michigan Ave & Oak St,4.099
Canal St & Adams St,Eckhart Park,1.928
Canal St & Adams St,Racine Ave & Fullerton Ave,4.469
Canal St & Adams St,May St & Randolph St,1.17
Canal St & Adams St,Millennium Park,1.204
Canal St & Adams St,Clinton St & Washington Blvd,0.788
Canal St & Adams St,Carpenter St & Huron St,1.554
Canal St & Adams St,Sheffield Ave & Willow St,3.587
Canal St & Adams St,Lincoln Ave & Armitage Ave,3.516
Canal St & Adams St,Museum Campus,2.142
Canal St & Adams St,LaSalle St & Washington St,0.981
Canal St & Adams St,Lake Shore Dr & Ohio St,2.493
Canal St & Adams St,Orleans St & Merchandise Mart Plaza,1.091
Canal St & Adams St,State St & Pearson St,2.169
Canal St & Adams St,Halsted St & Polk St,0.907
Canal St & Adams St,State St & Erie St,1.88
Canal St & Adams St,Sedgwick St & Huron St,2.224
Canal St & Adams St,Green St & Randolph St,0.811
Canal St & Adams St,Sheffield Ave & Addison St,6.233
Canal St & Adams St,Sheffield Ave & Wellington Ave,5.472
Canal St & Adams St,Western Ave & Winnebago Ave,3.829
Canal St & Adams St,Wilton Ave & Belmont Ave,6.005
Canal St & Adams St,Sedgwick St & North Ave,3.009
Canal St & Adams St,Wentworth Ave & Archer Ave,2.225
Canal St & Adams St,Congress Pkwy & Ogden Ave,1.871
Canal St & Adams St,Damen Ave & Cullerton St,3.554
Canal St & Adams St,Clark St & North Ave,3.104
Canal St & Adams St,Lincoln Ave & Fullerton Ave,3.517
Canal St & Adams St,Damen Ave & Chicago Ave,2.765
Canal St & Adams St,Damen Ave & Division St,2.968
Canal St & Adams St,Lincoln Ave & Belmont Ave,4.983
Canal St & Adams St,Wentworth Ave & 24th St,2.566
Canal St & Adams St,Peoria St & Jackson Blvd,0.592
Canal St & Adams St,Halsted St & 21st St,2.452
Canal St & Adams St,Racine Ave & 13th St,1.853
Canal St & Adams St,Morgan Ave & 14th Pl,1.766
Canal St & Adams St,Clybourn Ave & Division St,2.48
Canal St & Adams St,Dearborn Pkwy & Delaware Pl,2.167
Canal St & Adams St,Clark St & Lincoln Ave,3.206
Canal St & Adams St,Sedgwick St & Webster Ave,3.691
Canal St & Adams St,Larrabee St & Webster Ave,3.464
Canal St & Adams St,Loomis St & Jackson Blvd,1.199
Canal St & Adams St,Indiana Ave & 26th St,3.311
Canal St & Adams St,State St & 33rd St,4.436
Canal St & Adams St,Fort Dearborn Dr & 31st St,4.126
Canal St & Adams St,Lincoln Ave & Diversey Pkwy,4.972
Canal St & Adams St,Southport Ave & Wellington Ave,5.334
Canal St & Adams St,Southport Ave & Belmont Ave,5.226
Canal St & Adams St,Clark St & Wellington Ave,4.318
Canal St & Adams St,Lake Shore Dr & Wellington Ave,4.87
Canal St & Adams St,Milwaukee Ave & Wabansia Ave,3.436
Canal St & Adams St,Claremont Ave & Hirsch St,3.796
Canal St & Adams St,Damen Ave & Wellington Ave,4.919
Canal St & Adams St,Paulina St & Diversey Pkwy,4.617
Canal St & Adams St,Franklin St & Lake St,0.96
Canal St & Adams St,Clark St & Waveland Ave,6.249
Canal St & Adams St,Damen Ave & Coulter St,3.825
Canal St & Adams St,Michigan Ave & 14th St,1.992
Canal St & Adams St,Canal St & Harrison St,0.476
Canal St & Adams St,Clinton St & 18th St,1.751
Canal St & Adams St,May St & Cullerton St,3.068
Canal St & Adams St,Mies van der Rohe Way & Chicago Ave,2.422
Canal St & Adams St,Canal St & Madison St,0.501
Canal St & Adams St,Wells St & Polk St,0.917
Canal St & Adams St,Clark St & Elm St,2.626
Canal St & Adams St,Theater on the Lake,4.349
Canal St & Adams St,State St & 19th St,2.292
Canal St & Adams St,Martin Luther King Dr & Oakwood Blvd,5.763
Canal St & Adams St,LaSalle St & Illinois St,1.476
Canal St & Adams St,Damen Ave & Augusta Blvd,3.226
Canal St & Adams St,State St & 35th St,4.634
Canal St & Adams St,Stave St & Armitage Ave,4.083
Canal St & Adams St,Ogden Ave & Race Ave,1.965
Canal St & Adams St,Greenview Ave & Fullerton Ave,4.085
Canal St & Adams St,Southport Ave & Wrightwood Ave,4.461
Canal St & Adams St,Canal St & Monroe St,0.404
Canal St & Adams St,State St & 29th St,3.352
Canal St & Adams St,State St & Wacker Dr,1.393
Canal St & Adams St,Columbus Dr & Randolph St,1.953
Canal St & Adams St,Cityfront Plaza & N Water St,1.968
Canal St & Adams St,Michigan Ave & Madison St,1.315
Canal St & Adams St,Halsted St & Madison St,0.573
Canal St & Adams St,Wabash Ave & Grand Ave,2.071
Canal St & Adams St,King Dr & 47th St,6.795
Canal St & Adams St,Indiana Ave & 40th St,6.256
Canal St & Adams St,Halsted St & 18th St,2.227
Canal St & Adams St,Western Ave & 21st St,4.34
Canal St & Adams St,Prairie Ave & Garfield Blvd,7.647
Canal St & Adams St,Paulina St & 18th St,2.976
Canal St & Adams St,Halsted St & Archer Ave,2.598
Canal St & Adams St,Emerald Ave & 28th St,2.894
Canal St & Adams St,Normal Ave & Archer Ave,2.249
Canal St & Adams St,St Clair St & Erie St,2.204
Canal St & Adams St,Wells St & Ohio St,2.154
Canal St & Adams St,Leavitt St & North Ave,3.447
Canal St & Adams St,Damen Ave & Grand Ave,2.747
Canal St & Adams St,Damen Ave & Madison St,1.97
Canal St & Adams St,May St & Fulton St,1.356
Canal St & Adams St,Wells St & 19th St,2.202
Canal St & Adams St,Damen Ave & Cortland Ave,3.899
Canal St & Adams St,Hampden Ct & Diversey Pkwy,4.333
Canal St & Adams St,Milwaukee Ave & Rockwell St,4.227
Canal St & Adams St,Clifton Ave & Armitage Ave,3.299
Canal St & Adams St,Halsted St & Willow St,2.699
Canal St & Adams St,Halsted St & Dickens Ave,3.114
Canal St & Adams St,Racine Ave & Belmont Ave,5.46
Canal St & Adams St,Southport Ave & Waveland Ave,5.784
Canal St & Adams St,Damen Ave & Melrose Ave,5.126
Canal St & Adams St,Southport Ave & Roscoe St,5.484
Canal St & Adams St,Lincoln Ave & Roscoe St,5.329
Canal St & Adams St,Sheridan Rd & Montrose Ave,7.208
Canal St & Adams St,Pine Grove Ave & Addison St,5.212
Canal St & Adams St,Sangamon St & Washington Blvd,0.933
Canal St & Adams St,Clark St & Montrose Ave,6.636
Canal St & Adams St,Sedgwick St & Schiller St,2.734
Canal St & Adams St,Martin Luther King Dr & 29th St,4.67
Canal St & Adams St,Ravenswood Ave & Montrose Ave,6.727
Canal St & Adams St,Western Ave & Leland Ave,7.206
Canal St & Adams St,Sheridan Rd & Irving Park Rd,6.721
Canal St & Adams St,Morgan St & Polk St,1.404
Canal St & Adams St,Damen Ave & Leland Ave,6.959
Canal St & Adams St,Lincoln Ave & Leavitt St,6.904
Canal St & Adams St,Ravenswood Ave & Irving Park Rd,6.25
Canal St & Adams St,Clarendon Ave & Junior Ter,7.324
Canal St & Adams St,Shore Drive & 55th St,7.78
Canal St & Adams St,Woodlawn Ave & 55th St,7.662
Canal St & Adams St,Montrose Harbor,7.435
Canal St & Adams St,Clarendon Ave & Leland Ave,7.769
Canal St & Adams St,Greenwood Ave & 47th St,6.808
Canal St & Adams St,Clifton Ave & Lawrence Ave,7.646
Canal St & Adams St,Pine Grove Ave & Irving Park Rd,7.065
Canal St & Adams St,Indiana Ave & Roosevelt Rd,1.87
Canal St & Adams St,Lincoln Ave & Waveland Ave,5.688
Canal St & Adams St,Logan Blvd & Elston Ave,4.739
Canal St & Adams St,Kedzie Ave & Milwaukee Ave,5.223
Canal St & Adams St,Hermitage Ave & Polk St,2.047
Canal St & Adams St,Halsted St & 37th St,3.985
Canal St & Adams St,Rhodes Ave & 32nd St,4.45
Canal St & Adams St,Stetson Ave & South Water St,1.946
Canal St & Adams St,Cottage Grove Ave & Oakwood Blvd,5.516
Canal St & Adams St,Lake Park Ave & 47th St,6.477
Canal St & Adams St,Lake Shore Dr & North Blvd,3.361
Canal St & Adams St,Cottage Grove Ave & 43rd St,5.966
Canal St & Adams St,Indiana Ave & 31st St,4.424
Canal St & Adams St,Michigan Ave & 18th St,2.419
Canal St & Adams St,Racine Ave & 15th St,2.109
Canal St & Adams St,Wallace Ave & 35th St,4.908
Canal St & Adams St,Halsted St & 35th St,5.201
Canal St & Adams St,Morgan St & 31st St,3.481
Canal St & Adams St,Western Ave & 24th St,4.718
Canal St & Adams St,Halsted St & Maxwell St,1.388
Canal St & Adams St,LaSalle St & Jackson Blvd,0.611
Canal St & Adams St,Michigan Ave & Jackson Blvd,1.407
Canal St & Adams St,Wood St & Grand Ave,2.381
Canal St & Adams St,Franklin St & Quincy St,0.509
Canal St & Adams St,Franklin St & Arcade Pl,0.654
Canal St & Adams St,Larrabee St & Armitage Ave,3.205
Canal St & Adams St,Wells St & Concord Ln,3.022
Canal St & Adams St,Kedzie Ave & Palmer Ct,5.307
Canal St & Adams St,Wells St & Evergreen Ave,2.963
Canal St & Adams St,Southport Ave & Clark St,6.614
Canal St & Adams St,Paulina St & Montrose Ave,6.587
Canal St & Adams St,Lincoln Ave & Belle Plaine Ave,6.265
Canal St & Adams St,Halsted St & Roscoe St,5.146
Canal St & Adams St,Clark St & Schiller St,2.715
Canal St & Adams St,Sheffield Ave & Wrightwood Ave,3.855
Canal St & Adams St,Halsted St & Waveland Ave,5.131
Canal St & Adams St,Western Ave & Division St,3.5
Canal St & Adams St,Sheridan Rd & Buena Ave,7.004
Canal St & Adams St,Southport Ave & Clybourn Ave,4.021
Canal St & Adams St,Seeley Ave & Roscoe St,5.383
Canal St & Adams St,Leavitt St & Armitage Ave,4.027
Canal St & Adams St,Damen Ave & Charleston St,4.075
Canal St & Adams St,Lincoln Ave & Eastwood Ave,7.316
Canal St & Adams St,Clarendon Ave & Gordon Ter,6.951
Canal St & Adams St,Lakeview Ave & Fullerton Pkwy,4.04
Canal St & Adams St,Ravenswood Ave & Berteau Ave,6.454
Canal St & Adams St,Leavitt St & Hirsch St,3.71
Canal St & Adams St,Damen Ave & Sunnyside Ave,6.708
Canal St & Adams St,Wood St & Taylor St,2.274
Canal St & Adams St,Southport Ave & Irving Park Rd,6.225
Canal St & Adams St,Greenview Ave & Diversey Pkwy,4.586
Canal St & Adams St,Loomis St & Lexington St,1.607
Canal St & Adams St,Wabash Ave & 8th St,1.345
Canal St & Adams St,Kimbark Ave & 53rd St,7.862
Canal St & Adams St,Sheridan Rd & Lawrence Ave,7.756
Canal St & Adams St,Stockton Dr & Wrightwood Ave,4.634
Canal St & Adams St,Clark St & Winnemac Ave,7.351
Canal St & Adams St,Clark St & Leland Ave,6.949
Canal St & Adams St,Sheffield Ave & Webster Ave,3.49
Canal St & Adams St,Ellis Ave & 58th St,9.224
Canal St & Adams St,Lake Shore Dr & Diversey Pkwy,5.031
Canal St & Adams St,Lincoln Ave & Addison St,5.468
Canal St & Adams St,Halsted St & Blackhawk St,2.33
Canal St & Adams St,Halsted St & Diversey Pkwy,4.031
Canal St & Adams St,Lake Shore Dr & Belmont Ave,5.638
Canal St & Adams St,Cottage Grove Ave & 47th St,7.192
Canal St & Adams St,Clark St & Chicago Ave,1.945
Canal St & Adams St,Emerald Ave & 31st St,3.271
Canal St & Adams St,Clark St & Wrightwood Ave,4.275
Canal St & Adams St,Wolcott Ave & Polk St,2.557
Canal St & Adams St,Racine Ave & Wrightwood Ave,4.723
Canal St & Adams St,Wolcott Ave & Lawrence Ave,7.34
Canal St & Adams St,Lake Park Ave & 56th St,8.274
Canal St & Adams St,Halsted St & Wrightwood Ave,3.741
Canal St & Adams St,Cottage Grove Ave & 51st St,7.673
State St & 29th St,State St & Harrison St,2.713
State St & 29th St,Wilton Ave & Diversey Pkwy,8.679
State St & 29th St,Wood St & North Ave,6.625
State St & 29th St,Wood St & Division St,6.157
State St & 29th St,State St & Van Buren St,2.936
State St & 29th St,Streeter Dr & Illinois St,4.811
State St & 29th St,Wabash Ave & Cermak Rd,1.367
State St & 29th St,State St & Randolph St,3.458
State St & 29th St,Wells St & Walton St,4.828
State St & 29th St,State St & Kinzie St,3.792
State St & 29th St,Wells St & Erie St,4.426
State St & 29th St,Wabash Ave & Roosevelt Rd,2.35
State St & 29th St,Wood St & Milwaukee Ave,6.282
State St & 29th St,State St & Pearson St,4.372
State St & 29th St,State St & Erie St,4.246
State St & 29th St,Western Ave & Winnebago Ave,7.235
State St & 29th St,Wilton Ave & Belmont Ave,9.631
State St & 29th St,Wentworth Ave & Archer Ave,1.647
State St & 29th St,Wentworth Ave & 24th St,1.207
State St & 29th St,State St & 33rd St,0.53
State St & 29th St,Wells St & Polk St,2.923
State St & 29th St,Theater on the Lake,7.407
State St & 29th St,State St & 35th St,0.754
State St & 29th St,Stave St & Armitage Ave,7.489
State St & 29th St,State St & Wacker Dr,3.626
State St & 29th St,Wabash Ave & Grand Ave,4.161
State St & 29th St,Western Ave & 21st St,4.979
State St & 29th St,Wells St & Ohio St,5.559
State St & 29th St,Wells St & 19th St,2.046
State St & 29th St,Western Ave & Leland Ave,10.611
State St & 29th St,Woodlawn Ave & 55th St,4.727
State St & 29th St,Stetson Ave & South Water St,4.072
State St & 29th St,Wallace Ave & 35th St,1.507
State St & 29th St,Western Ave & 24th St,4.95
State St & 29th St,Wood St & Grand Ave,5.901
State St & 29th St,Wells St & Concord Ln,5.683
State St & 29th St,Wells St & Evergreen Ave,5.623
State St & 29th St,Western Ave & Division St,6.906
State St & 29th St,Wood St & Taylor St,4.44
State St & 29th St,Wabash Ave & 8th St,2.638
State St & 29th St,Stockton Dr & Wrightwood Ave,8.159
State St & 29th St,Wolcott Ave & Polk St,4.683
State St & 29th St,Wolcott Ave & Lawrence Ave,10.746
State St & Wacker Dr,Wilton Ave & Diversey Pkwy,3.952
State St & Wacker Dr,Wood St & North Ave,3.571
State St & Wacker Dr,Wood St & Division St,3.103
State St & Wacker Dr,Streeter Dr & Illinois St,1.077
State St & Wacker Dr,Wabash Ave & Cermak Rd,2.62
State St & Wacker Dr,Wells St & Walton St,1.202
State St & Wacker Dr,Wells St & Erie St,0.802
State St & Wacker Dr,Wabash Ave & Roosevelt Rd,1.655
State St & Wacker Dr,Wood St & Milwaukee Ave,3.227
State St & Wacker Dr,Western Ave & Winnebago Ave,4.181
State St & Wacker Dr,Wilton Ave & Belmont Ave,4.591
State St & Wacker Dr,Wentworth Ave & Archer Ave,2.645
State St & Wacker Dr,Wentworth Ave & 24th St,3.083
State St & Wacker Dr,Wells St & Polk St,1.52
State St & Wacker Dr,Theater on the Lake,2.967
State St & Wacker Dr,Stave St & Armitage Ave,4.434
State St & Wacker Dr,Wabash Ave & Grand Ave,0.535
State St & Wacker Dr,Western Ave & 21st St,5.571
State St & Wacker Dr,Wells St & Ohio St,0.802
State St & Wacker Dr,Wells St & 19th St,2.668
State St & Wacker Dr,Western Ave & Leland Ave,7.557
State St & Wacker Dr,Woodlawn Ave & 55th St,7.643
State St & Wacker Dr,Stetson Ave & South Water St,0.832
State St & Wacker Dr,Wallace Ave & 35th St,4.84
State St & Wacker Dr,Western Ave & 24th St,5.949
State St & Wacker Dr,Wood St & Grand Ave,2.595
State St & Wacker Dr,Wells St & Concord Ln,2.058
State St & Wacker Dr,Wells St & Evergreen Ave,1.996
State St & Wacker Dr,Western Ave & Division St,3.852
State St & Wacker Dr,Wood St & Taylor St,3.719
State St & Wacker Dr,Wabash Ave & 8th St,1.324
State St & Wacker Dr,Stockton Dr & Wrightwood Ave,3.718
State St & Wacker Dr,Wolcott Ave & Polk St,4.002
State St & Wacker Dr,Wolcott Ave & Lawrence Ave,7.763
Columbus Dr & Randolph St,State St & Harrison St,1.15
Columbus Dr & Randolph St,Wilton Ave & Diversey Pkwy,5.012
Columbus Dr & Randolph St,Morgan St & 18th St,3.563
Columbus Dr & Randolph St,Racine Ave & 18th St,3.721
Columbus Dr & Randolph St,Wood St & North Ave,3.912
Columbus Dr & Randolph St,Wood St & Division St,3.444
Columbus Dr & Randolph St,Loomis St & Taylor St,3.165
Columbus Dr & Randolph St,Sheffield Ave & Kingsbury St,3.633
Columbus Dr & Randolph St,May St & Taylor St,2.881
Columbus Dr & Randolph St,Orleans St & Elm St,2.113
Columbus Dr & Randolph St,Fairbanks Ct & Grand Ave,0.941
Columbus Dr & Randolph St,Michigan Ave & Pearson St,1.174
Columbus Dr & Randolph St,McClurg Ct & Illinois St,1.016
Columbus Dr & Randolph St,Larrabee St & North Ave,3.093
Columbus Dr & Randolph St,Larrabee St & Menomonee St,3.301
Columbus Dr & Randolph St,Noble St & Milwaukee Ave,2.888
Columbus Dr & Randolph St,Franklin St & Chicago Ave,1.669
Columbus Dr & Randolph St,Racine Ave & Congress Pkwy,2.559
Columbus Dr & Randolph St,State St & Van Buren St,0.927
Columbus Dr & Randolph St,Streeter Dr & Illinois St,1.004
Columbus Dr & Randolph St,Franklin St & Jackson Blvd,1.394
Columbus Dr & Randolph St,Dearborn St & Adams St,0
Columbus Dr & Randolph St,Wabash Ave & Cermak Rd,2.539
Columbus Dr & Randolph St,Michigan Ave & Washington St,0.29
Columbus Dr & Randolph St,State St & Randolph St,0.438
Columbus Dr & Randolph St,Michigan Ave & Congress Pkwy,0.832
Columbus Dr & Randolph St,Wells St & Walton St,1.809
Columbus Dr & Randolph St,State St & Kinzie St,0.772
Columbus Dr & Randolph St,Larrabee St & Kingsbury St,2.114
Columbus Dr & Randolph St,Dearborn St & Monroe St,0.984
Columbus Dr & Randolph St,Michigan Ave & Lake St,0.335
Columbus Dr & Randolph St,Wells St & Erie St,1.406
Columbus Dr & Randolph St,Ogden Ave & Chicago Ave,2.356
Columbus Dr & Randolph St,Halsted St & James M Rochford St,2.702
Columbus Dr & Randolph St,Desplaines St & Kinzie St,1.56
Columbus Dr & Randolph St,Wabash Ave & Roosevelt Rd,1.532
Columbus Dr & Randolph St,Dayton St & North Ave,3.371
Columbus Dr & Randolph St,Wood St & Milwaukee Ave,3.568
Columbus Dr & Randolph St,McCormick Place,2.871
Columbus Dr & Randolph St,Sheffield Ave & Fullerton Ave,4.776
Columbus Dr & Randolph St,Damen Ave & Pierce Ave,4.115
Columbus Dr & Randolph St,Morgan St & Lake St,1.766
Columbus Dr & Randolph St,State St & 16th St,2.128
Columbus Dr & Randolph St,Jefferson St & Monroe St,1.604
Columbus Dr & Randolph St,Kingsbury St & Erie St,1.738
Columbus Dr & Randolph St,Lake Shore Dr & Monroe St,0.735
Columbus Dr & Randolph St,Daley Center Plaza,0.54
Columbus Dr & Randolph St,Green St & Milwaukee Ave,1.904
Columbus Dr & Randolph St,Michigan Ave & Oak St,2.961
Columbus Dr & Randolph St,Eckhart Park,2.626
Columbus Dr & Randolph St,Racine Ave & Fullerton Ave,5.028
Columbus Dr & Randolph St,May St & Randolph St,1.869
Columbus Dr & Randolph St,Millennium Park,0.528
Columbus Dr & Randolph St,Sheffield Ave & Willow St,3.66
Columbus Dr & Randolph St,Lincoln Ave & Armitage Ave,3.582
Columbus Dr & Randolph St,Museum Campus,1.95
Columbus Dr & Randolph St,LaSalle St & Washington St,0.794
Columbus Dr & Randolph St,Lake Shore Dr & Ohio St,1.291
Columbus Dr & Randolph St,Orleans St & Merchandise Mart Plaza,1.082
Columbus Dr & Randolph St,State St & Pearson St,1.352
Columbus Dr & Randolph St,Halsted St & Polk St,2.608
Columbus Dr & Randolph St,State St & Erie St,1.226
Columbus Dr & Randolph St,Sedgwick St & Huron St,1.614
Columbus Dr & Randolph St,Green St & Randolph St,1.509
Columbus Dr & Randolph St,Sheffield Ave & Addison St,5.866
Columbus Dr & Randolph St,Sheffield Ave & Wellington Ave,5.337
Columbus Dr & Randolph St,Western Ave & Winnebago Ave,4.522
Columbus Dr & Randolph St,Wilton Ave & Belmont Ave,5.808
Columbus Dr & Randolph St,Sedgwick St & North Ave,2.826
Columbus Dr & Randolph St,Wentworth Ave & Archer Ave,2.693
Columbus Dr & Randolph St,Congress Pkwy & Ogden Ave,3.363
Columbus Dr & Randolph St,Damen Ave & Cullerton St,4.952
Columbus Dr & Randolph St,Lincoln Ave & Fullerton Ave,4.55
Columbus Dr & Randolph St,Damen Ave & Chicago Ave,3.463
Columbus Dr & Randolph St,Damen Ave & Division St,3.661
Columbus Dr & Randolph St,Lincoln Ave & Belmont Ave,5.908
Columbus Dr & Randolph St,Wentworth Ave & 24th St,3.128
Columbus Dr & Randolph St,Peoria St & Jackson Blvd,1.967
Columbus Dr & Randolph St,Halsted St & 21st St,3.503
Columbus Dr & Randolph St,Racine Ave & 13th St,3.251
Columbus Dr & Randolph St,Morgan Ave & 14th Pl,3.164
Columbus Dr & Randolph St,Dearborn Pkwy & Delaware Pl,1.512
Columbus Dr & Randolph St,Sedgwick St & Webster Ave,3.757
Columbus Dr & Randolph St,Larrabee St & Webster Ave,3.938
Columbus Dr & Randolph St,Loomis St & Jackson Blvd,2.574
Columbus Dr & Randolph St,Indiana Ave & 26th St,2.997
Columbus Dr & Randolph St,State St & 33rd St,3.823
Columbus Dr & Randolph St,Fort Dearborn Dr & 31st St,3.811
Columbus Dr & Randolph St,Lincoln Ave & Diversey Pkwy,5.245
Columbus Dr & Randolph St,Southport Ave & Wellington Ave,5.597
Columbus Dr & Randolph St,Southport Ave & Belmont Ave,6.03
Columbus Dr & Randolph St,Lake Shore Dr & Wellington Ave,4.993
Columbus Dr & Randolph St,Milwaukee Ave & Wabansia Ave,4.129
Columbus Dr & Randolph St,Damen Ave & Wellington Ave,5.611
Columbus Dr & Randolph St,Paulina St & Diversey Pkwy,5.31
Columbus Dr & Randolph St,Franklin St & Lake St,0.902
Columbus Dr & Randolph St,Damen Ave & Coulter St,7.197
Columbus Dr & Randolph St,Michigan Ave & 14th St,1.678
Columbus Dr & Randolph St,May St & Cullerton St,4.119
Columbus Dr & Randolph St,Mies van der Rohe Way & Chicago Ave,1.22
Columbus Dr & Randolph St,Wells St & Polk St,1.568
Columbus Dr & Randolph St,Theater on the Lake,3.585
Columbus Dr & Randolph St,State St & 19th St,2.626
Columbus Dr & Randolph St,Martin Luther King Dr & Oakwood Blvd,5.319
Columbus Dr & Randolph St,LaSalle St & Illinois St,1.117
Columbus Dr & Randolph St,Damen Ave & Augusta Blvd,3.918
Columbus Dr & Randolph St,State St & 35th St,4.135
Columbus Dr & Randolph St,Stave St & Armitage Ave,4.776
Columbus Dr & Randolph St,Ogden Ave & Race Ave,2.664
Columbus Dr & Randolph St,Greenview Ave & Fullerton Ave,4.777
Columbus Dr & Randolph St,Southport Ave & Wrightwood Ave,5.154
Columbus Dr & Randolph St,State St & 29th St,3.381
Columbus Dr & Randolph St,State St & Wacker Dr,0.606
Columbus Dr & Randolph St,Michigan Ave & Madison St,0.448
Columbus Dr & Randolph St,Halsted St & Madison St,1.632
Columbus Dr & Randolph St,Wabash Ave & Grand Ave,0.939
Columbus Dr & Randolph St,King Dr & 47th St,7.39
Columbus Dr & Randolph St,Indiana Ave & 40th St,4.89
Columbus Dr & Randolph St,Halsted St & 18th St,3.278
Columbus Dr & Randolph St,Western Ave & 21st St,5.522
Columbus Dr & Randolph St,Prairie Ave & Garfield Blvd,6.701
Columbus Dr & Randolph St,Paulina St & 18th St,4.384
Columbus Dr & Randolph St,Halsted St & Archer Ave,3.561
Columbus Dr & Randolph St,Emerald Ave & 28th St,3.857
